ALink,SName,SLink,Lyric,language,Artist,Genres,Songs,Popularity,Link,release_date,rank,peak_rank,weeks_on_board
/barry-manilow/,Even Now,/barry-manilow/even-now.html,"Even Now
When there's someone else who cares
When there's someone home who's
Waiting just for me
Even Now
I think about you as I'm climbin up the stairs
And I wonder what to do so she won't see and
Even Now
When I know it wasn't right
And I found the better life than what we had
Even Now
I wake up cryin in the middle of the night
And I can't belive it could still hurt so bad

Even Now
That I have come so far
I wonder where you are
I wonder why its still so hard without you
Even Now
When I come shinin through
I swear I think of you
And how I wish you knew
Even Now

Even Now
When I never hear your name
And the world has changed so much
Since you've been gone
Even Now
I still remember
And the Feeling still the same
And this pain inside of me goes on and on
Even Now

Even Now
When I have come so far
I wonder where you are
I wonder why its still so hard without you
Even Now
When I come shinin through
I swear I think of you
And God I wish ya knew
Somehow
Even Now
",en,Barry Manilow,Romântico,330.0,0.0,/barry-manilow/,1978-06-24,19.0,19.0,8.0
/barry-manilow/,I Don't Want To Walk Without You,/barry-manilow/i-dont-want-to-walk-without-you.html,"All our friends keep knocking at the door
They've asked me out a hundred times or more
But all I say is, ""Leave me in the gloom""
And here I stay within my lonely room
'Cause...

I don't want to walk without you, Baby
Walk without my arm about you, Baby
I thought the day you left me behind
I'd take a stroll and get you right off my mind
But now I find that
I don't want to walk without the sunshine
Why'd you have to turn off all that sunshine?
Oh, Baby, please come back
or you'll break my heart for me
'Cause I don't want to walk without you
",en,Barry Manilow,Romântico,330.0,0.0,/barry-manilow/,1980-06-21,97.0,36.0,11.0
/barry-manilow/,I'm Your Man,/barry-manilow/im-your-man.html,"Don't have to look no more
Here I am
I'm your man
I'm what you've waited for
Here I am
I'm your man

You always said you like the way
that I loved you before
Get ready for me cause this time
I'm gonna give you it all

I'm older and I'm wiser
You can bet I'm goin' to surprise ya
Oh, you know I am
I'm your man

I was good then but now I'm even better
Hey, look at me I've got it all together
Come on take my hand
I'm your man

I was afraid of love
so I ran
When I was your man

I couldn't give enough
But now I can
Oh, I'm your man

You always said
that you saw something special in me
",en,Barry Manilow,Romântico,330.0,0.0,/barry-manilow/,1986-07-26,86.0,86.0,3.0
/barry-manilow/,It's A Miracle,/barry-manilow/its-a-miracle.html,"You wouldn't believe where I've been,
The cities and towns I been in,
from Boston to Denver
and every town in between.

The people they all look the same,
only the names have been changed.
But now that I'm home again
I'll tell you what I believe:

It's a Miracle
a true blue spectacle,a miracle come true.

We're together baby,
I was goin' crazy till the miracle come through.
Now you're here and my arms
are around you and baby
they'll be dancin in the streets

for the miracle a true blue spectacle,
the miracle is you

I never knew you look so good.
Oh I never knew anyone could.
I must have been crazy
to every have gone away.

I almost forgot what it's like,
holdin you near me at night.
But now that I""m home again
you'll know that I'm home to stay,

cause it's a miracle a true blue spectacle,
a miracle come true.

We're together baby,
I was going crazy till the miracle come through.
I'm feeling so good,
and baby they'll be dancing in the streets

for the miracle a true blue spectacle,
",en,Barry Manilow,Romântico,330.0,0.0,/barry-manilow/,1975-05-17,24.0,12.0,12.0
/barry-manilow/,Let's Hang On,/barry-manilow/lets-hang-on.html,"There ain't no good in our goodbyein'
True love takes a lot of tryin'
Ohh, I'm cryin'

Let's hang on To what we've got
Don't let go girl We got a lot
Got a lotta love between us
Hang on Hang on Hang on
To what we've got

You say you're gonna go call it quits
Gonna chuck it all and break
our love to bits
Break it up
(I wish you'd never said it
Break it up
Oh, no we'll both regret it)

That little chip of diamond on your hand
Ain't a fortune baby byt you know it stands
For the love
(A love to tie and bind ya)
Such a love
(We just can't leave behind us)
Baby Don't you know
Baby Don't you go
Think it over and stay

Chorus

There isn't anything I wouldn't do
I'd pay any price to get in good with you
Patch it up
(Give me a second turnin')
Patch it up
(Don't cool off while I'm burnin')

You've got me cryin' dyin' at your door
Don't shut me out,
ooh let me in once more
Open up (Your arms I need to hold you)
Open up (Your heart, oh girl I love you)
Baby Don't you know
Baby Don't you go
Think it over and stay

",en,Barry Manilow,Romântico,330.0,0.0,/barry-manilow/,1982-05-15,80.0,32.0,9.0
/barry-manilow/,Lonely Together,/barry-manilow/lonely-together.html,"Your eyes are sad eyes
Mine are too
It doesn't take too much to see
What we've been through
You lost your baby
And me the same
Ain't it true how love's a hurtin' game

Could I have this dance
May I be so bold
It's just my arms are empty
And the night is so cold

Wouldn't it be fine bein' lonely together
Wouldn't it be fine havin' a shoulder to share
You could tell me how he broke your heart
And I'll tell you how she broke mine
And maybe later on I could take you home
Now wouldn't it be sad bein' lonely all alone

A heart that's hurtin's
Not hard to see
I guess he promised you the world
Like she did me
But dry your eyes now
You'll be just fine
We can drown our achin' hearts
in this glass of wine

Well I hate to say
What's done is done
It's just two can ease the pain
Much better than one

Chorus

Love
It's such a crazy thing
All you got to give and no regrets
But love
It can live again
Stay with me tonight
I'll make it work out right

",en,Barry Manilow,Romântico,330.0,0.0,/barry-manilow/,1981-05-09,83.0,45.0,9.0
/barry-manilow/,Looks Like We Made It,/barry-manilow/looks-like-we-made-it.html,"There you are
Looking just the same as you did last time I touched you
And here I am
Close to getting tangled up inside the thought of you
Do you love him
As much as I love her
And will that love be strong
When old feelings start to stir

Looks like we made it
Left each other all the way
To another love
Looks like we made it
Or I thought so till today
Until you were there, everywhere
And all I could taste was love the way we made it

Love's so strange
Playing hide and seek with hearts and always hurting
And we're the fools
Standing close enough to touch those burning memories

And if I hold you for the sake of all those times
Love made us lose our minds
Could I ever let you go

Oh no we made it
Left each other all the way
To another love
Looks like we made it
Or I thought so till today
Until you were there, everywhere
And all I could taste was love the way we made it
Ohhhhhh, we made it

Looks like we made it
Left each other all the way
To another love
Looks like we made it
Or I thought so till today
Until you were there, everywhere
And all I could taste was love the way we made it

Looks like we made it
Oh Babe, we made it",en,Barry Manilow,Romântico,330.0,0.0,/barry-manilow/,1977-08-13,14.0,1.0,15.0
/barry-manilow/,Some Kind Of Friend,/barry-manilow/some-kind-of-friend.html,"I saw you at the Beechwood Cafe
You looked at me and then you looked away
That was some kind
Some kind of friend you turned out to be
You said you had places that you had to be
Now who is gonna be there for me
That was some kind
Some kind of friend you turned out to be

Lady that was some kind
Some kind of friend you turned out to be
Baby that was some kind
Some kind of friend you turned out to be

They say that women like you can't get enough
Got your Maserati built for two
They say that women like you like to play
with love
Is that true?

When I ran into you the other day
You smiled at me but you had nothing to say
That was some kind
Some kind of friend you turned out to be
Tell me why'd you do what you did to me
Covered up your life so I couldn't see
Now that was some kind
Some kind of friend you turned out to be

Lady that was some kind
Some kind of friend you turned to be
Baby that was some kind
Some kind of friend you turned out to be

I never should have let you get to me
Nevershould have let you bring me down
Didn't know that I was just some fantasy
",en,Barry Manilow,Romântico,330.0,0.0,/barry-manilow/,1983-06-11,95.0,26.0,16.0
/barry-manilow/,Somewhere Down The Road,/barry-manilow/somewhere-down-the-road.html,"We had the right love
At the wrong time
Guess I always knew inside
I wouldn't have you for a long time

Those dreams of yours
Are shining on distant shores
And if they're calling you away
I have no right to make you stay,

But Somewhere down the road
Our roads are gonna cross again
It doesn't really matter when
But somewhere down the road
I know that heart of yours
will come to see
That you belong with me

Sometimes goodbyes are not forever
It doesn't matter if you're gone
I still believe in us together
I understand more than you think I can
You have to go out on your own
So you can find your way back home

* And Somewhere down the road

Letting go is just another way to say
I'll always love you so

We had the right love
At the wrong time
Maybe we've only just begun
Maybe the best is yet to come

",en,Barry Manilow,Romântico,330.0,0.0,/barry-manilow/,1982-02-20,21.0,21.0,10.0
/barry-manilow/,Somewhere In The Night,/barry-manilow/somewhere-in-the-night.html,"Time...
You found time enough to love
And I found love enough to hold you
So tonight..
I'll stir the fire you feel inside
Until the flames of love enfold you

Laying beside you, lost in the feeling
So glad you opened my door
Come with me..
Somewhere in the night we will know
Everything lovers can know
You're my song..
Music too magic to end
I'll play you over and over again
Loving so warm..
Moving so right..
Closing our eyes and feeling alive
We'll just go on burning bright
Somewhere in the night

You'll sleep..
When the morning comes
And I'll lie and watch you sleeping
And you'll smile..
When you dream about the night
Like it's a secret you've been keeping
Laying beside you lost in the feeling
So glad you opened my door
You're my song
Music too magic to end
I'll play you over and over again
Loving so warm..
Moving so right..
Closing our eyes and feeling alive
We'll just go on burning bright
Somewhere in the night

We'll just go on burning bright
Somewhere in the night...
",en,Barry Manilow,Romântico,330.0,0.0,/barry-manilow/,1979-03-03,31.0,9.0,12.0
/barry-manilow/,Tryin' To Get The Feeling Again,/barry-manilow/tryin-to-get-the-feeling-again.html,"Doctor, my woman
Is comin' back home late today
Coudja maybe give me somethin' ?
'cause the feeling is gone and I must get it back right away
Before she sees that

I've been up, down, tryin' to get the feeling again
All around, tryin' to get the feeling again
The one that made me shiver
Made my knees start to quiver
Every time she walked in

And I've looked high (high), low (low)
Everywhere I possibly can (high)
But there's no (no) tryin' to get the feelin' again
It seemed to disappear as fast as it came

Where did it run to? I thought I'd done all that I could
Just to keep the love light burnin'
But whatever I've done, guess I just haven't done it too good
'cause all that's left is THE YEARNIN'

I've been up, down, tryin' to get the feelin' again
All around, tryin' to get the feelin' again
The one that made me shiver, made my knees start to quiver
Every time she walked in

And I've looked high (high) and low (low)
And everywhere I possibly can (high)
But there's no (no) tryin' to get the feelin' again
It seemed to disappear as fast as it came

And I've been lookin', I've been lookin', I've been lookin'

I've been up (up), I've been down (down), and tryin' to get the feelin'
I've been up (up), I've been down (down), I've been tryin' to get
I've tried and I've tried and I've tried to get (up) the feelin' (down)
I've been trying to get the feelin' again
I wanna get that feelin'
I want to get that feelin'
I've got to get that feelin'
I've gotta get that feelin' again (up)
And again (down) and again (tryin' to get that feelin')
Tryin' to get (up) the feelin' (down)
I've been tryin' to get the feelin' again

Barry Manilow: Trying To Get The Feeling Again",en,Barry Manilow,Romântico,330.0,0.0,/barry-manilow/,1976-06-26,99.0,10.0,15.0
/barry-manilow/,Weekend In New England,/barry-manilow/weekend-in-new-england.html,"Last night, I waved goodbye
now it seems years,
I'm back in the city, where nothing is clear,
and thoughts of me, holding you, bringing us near,
and tell me;
When will our eyes meet,
when can I touch you,
when will this strong yearning end,
and when will I hold you again.

Time in New England took me away,
to long rocky beaches, and you, by the bay,
we started a story who's end must now wait
and tell me;
When will our eyes meet,
when can I touch you,
when will this strong yearning end,
and when can I hold you again....

I feel the change comin'
I feel the wind blow,
I feel brave and darin'
I feel my blood flow,

With you I can bring out all the love that I have,
With you...there's a heaven
so earth ain't so bad,

and tell me.....
When will our eyes meet,
when can I touch you,
when will this string yearning end,
and when can I hold you again....again.
",en,Barry Manilow,Romântico,330.0,0.0,/barry-manilow/,1977-03-12,18.0,10.0,16.0
/barry-manilow/,When I Wanted You,/barry-manilow/when-i-wanted-you.html,"Tho' we're going our separate ways
There can only be brighter days
'Cause I didn't mean that much to you
Work it out, don't lose the fight
You can make it turn out right
'Cause you've got the heart to be secure

When I wanted you I needed you
And I still can't bring myself to say I'm over you
When I gave you time to make up your mind
You turned you back on me
And now I've got to turn my back on you

After all that we've been through
Leavin' you is so hard to do
But when I close my eyes I don't feel the pain
What was wrong and who was right
In the end you see the light
'Cause you think a lot when you're on your own

When I wanted you
I needed you
And I still can't bring myself to say I'm over you
When I gave you time to make up your mind
You turned you back on me
And now I'm turnin' mine on you

Now you're on your own
How does it feel
To feel the way I used to feel

",en,Barry Manilow,Romântico,330.0,0.0,/barry-manilow/,1980-03-29,98.0,20.0,16.0
/chris-de-burgh/,Don't Pay The Ferryman,/chris-de-burgh/dont-pay-the-ferryman.html,"It was late at night on the open road
Speeding like a man on the run
A lifetime spent preparing for the journey
He is closer now and the search is on
Reading from a map in the mind
Yes there's the ragged hill
And there's the boat on the river

And when the rain came down
He heard a wild dog howl
There were voices in the night (Don't do it)
Voices out of sight (Don't do it)
Too many men have failed before
Whatever you do

Don't pay the ferryman
Don't even fix a price
Don't pay the ferryman
Until he gets you to the other side

In the rolling mist
Then he gets on board
Now there'll be no turning back
Beware that hooded old man
At the rudder
And then the lightning flashed
And the thunder roared
And people calling out his name
And dancing bones that jabbered
And a moaned on the water

Then the ferryman said
""There is trouble ahead
So you must pay me now"" (Don't do it)
""You must pay me now"" (Don't do it)
And still that voice came from beyond
Whatever you do

Don't pay the ferryman
Don't even fix a price
Don't pay the ferryman
Until he gets you to the other side",en,Chris de Burgh,Soft Rock,188.0,4.2,/chris-de-burgh/,1983-07-30,99.0,34.0,14.0
/chris-de-burgh/,High On Emotion,/chris-de-burgh/high-on-emotion.html,"Oh my heart is spinning like a weel,
Only she can see the way that I feel,
Eyes are holding right across the room,
High explosion coming out of the blue;
Well here we go again,
Living in a world that others cannot share,
Yea here we go again,
We are moving from a spark to a flame;

I am high on emotion, high again,
High on emotion, your love will find the way;

Oh my heart is burning like a fire,
Closer now and she is breathing desire,
Take my hand and give it all your light,
Take command I am your rhythm tonight;
Well here we go again,
Living in a world that others cannot share,
Yea here we go again,
We are moving from a spark to a flame;

I am high on emotion, high again,
High on emotion, your love will find the way;

I am high on emotion, high again,
High on emotion, your love will find the way;
High on emotion, high again,
High on emotion, her love will find the way. .",en,Chris de Burgh,Soft Rock,188.0,4.2,/chris-de-burgh/,1984-09-22,75.0,44.0,13.0
/chris-de-burgh/,Ship To Shore,/chris-de-burgh/ship-to-shore.html,"Ship to shore
Do you read me anymore?
This line is bad, I'm fading
Ship to shore
Answer my call
Send me a signal
A beacon to bring me home

I have been to see the world
Tasted life at every turn
But all the time your face
Came back to haunt me
Day by day the feeling grew
I know I'm still in love with you
The further I go the more I know it
I wanna show it

Ship to shore
Do you read me anymore?
This line is bad, I'm fading
Ship to shore
Answer my call
Send me a signal
A beacon to bring me home

Moving fast all systems go
You and I had time to grow
Until there was a breakdown in transmission
How I wish that we could turn the clock back
To the times when we were lovers
In the true sense of the meaning
You must believe me

Ship to shore
Do you read me anymore?
This line is bad, I'm drowning
Ship to shore
Answer my call
Send me a signal
A beacon to bring me home

Ship to shore
Ship to shore

I cannot believe my eyes
But I'm beginning to see it now

Ship to shore
Ship to shore

You are everything
I've always wanted in my life
",en,Chris de Burgh,Soft Rock,188.0,4.2,/chris-de-burgh/,1983-09-17,98.0,71.0,5.0
/foreigner/,I Want To Know What Love Is,/foreigner/i-want-to-know-what-love-is.html,"I gotta take a little time
A little time to think things over
I better read between the lines
In case I need it when I'm older

Now this mountain I must climb
Feels like a world upon my shoulders
I through the clouds I see love shine
It keeps me warm as life grows colder

In my life there's been heartache and pain
I don't know if I can face it again
Can't stop now, I've traveled so far
To change this lonely life

I wanna know what love is
I want you to show me
I wanna feel what love is
I know you can show me

I'm gonna take a little time
A little time to look around me
I've got nowhere left to hide
It looks like love has finally found me

In my life there's been heartache and pain
I don't know if I can face it again
I can't stop now, I've traveled so far
To change this lonely life

I wanna know what love is
I want you to show me
I wanna feel what love is
I know you can show me

I wanna know what love is
I want you to show me
And I wanna feel, I want to feel what love is
And I know, I know you can show me

Let's talk about love
I wanna know what love is, the love that you feel inside
I want you to show me, and I'm feeling so much love
I wanna feel what love is, no, you just cannot hide
I know you can show me, yeah

I wanna know what love is, let's talk about love
I want you to show me, I wanna feel it too
I wanna feel what love is, I want to feel it too
And I know and I know, I know you can show me
Show me love is real, yeah
I wanna know what love is...",en,Foreigner,Soft Rock,106.0,3.5,/foreigner/,1985-04-27,89.0,1.0,21.0
/foreigner/,Waiting For A Girl Like You,/foreigner/waiting-for-a-girl-like-you.html,"So long...
I've been looking too hard I've been waiting too long
Sometimes I don't know what I will find
I only know it's a matter of time

When you love someone
When you love someone
It feels so right so warm and true
I need to know if you feel it too
Maybe I'm wrong...
Won't you tell me if I'm coming on too strong
This heart of mine has been hurt before
This time I wanna be sure

I've been waiting for a girl like you
To come into my life
I've been waiting for a girl like you
And a love that will survive
I've been waiting for someone new
To make me feel alive
(Yeah) Waiting for a girl like you
To come into my life

You're so good...
When we make love it's understood
It's more than a touch or words we say
Only in dreams could it be this way

When you love someone
Yeah really love someone
Now, I know it's right
From the moment I wake up till deep in the night
There's nowhere on earth that I'd rather be
Than holding you, tenderly

I've been waiting for a girl like you
To come into my life
I've been waiting for a girl like you
And a love that will survive

I've been waiting for someone new
To make me feel alive
Yeah waiting for a girl like you
To come into my life",en,Foreigner,Soft Rock,106.0,3.5,/foreigner/,1981-12-05,2.0,2.0,9.0
/foreigner/,That Was Yesterday,/foreigner/that-was-yesterday.html,"I
thought I knew you well
But all this time
I could never tell
I
Let you get away
Haunts me every night and every day
You
Were the only one
The only friend that I counted on
How
Could I watch you walk away?
I'd give anything to have you here today
But now
I stand alone with my pride
And dream
That you're still by my side

But that was yesterday
I had the world in my hands
But it's not the end of my world
It's just a slight change of plans
That was yesterday
But today life goes on
No more hiding in yesterday
'Cause yesterday's gone
Ooh..................

Love
My love I gave it all
Thought I saw the light
When I heard you call
Life
That we both could share
Has deserted me
Left me in despair
But now
I stand alone with my pride
Fighting back the tears
I never let myself cry
But that was yesterday
Love was took from my hands
But it's not the end of my world
It's just a little hard to understand
That was yesterday
But today life goes on
You won't find me in yesterday's world
Now yesterday's gone
Goodbye yesterday
Now it's over and done
Still I hope somewhere deep in your heart
Yesterday will live on
Ooh..............
",en,Foreigner,Soft Rock,106.0,3.5,/foreigner/,1985-05-11,15.0,12.0,9.0
/foreigner/,Feels Like The First Time,/foreigner/feels-like-the-first-time.html,"I would climb any mountain
Sail across a stormy sea
If that's what it takes me baby
To show you how much you mean to me
And I guess it's just the woman in you
That brings out the man in me
I know I can't help myself
You're all in the world to me

It feels like the first time
Feels like the very first time
It Feels like the first time
It Feels like the very first time

I have waited a lifetime
Spent my time so foolishly
But now that I've found you
Together we'll make history

And I know that it must be the woman in you
That brings out the man in me
I know I can't help myself
You're all that my eyes can see

And it feels like the first time
Like it never did before
Feels like the first time
Like we've opened up the door
Feels like the first time
Like it never will again, never again

Feels like the first time, it feels like the first time
It feels like the very first time, very, very, it feels
It feels like the first time, oh it feels like the first time
It feels like the very first time

Open up the door, won't you open up the door? Yeah

Feels like the first time
And it feels like the very first time
And it feels like the first time
It feels like the very first time

And it feels like the first time
It feels like the very first time
Oh it feels, it feels like the first time
Yeah it feels like the first time
",en,Foreigner,Soft Rock,106.0,3.5,/foreigner/,1977-08-13,71.0,4.0,21.0
/foreigner/,Juke Box Hero,/foreigner/juke-box-hero.html,"Standing in the rain, with his head hung low
Couldn't get a ticket, it was a sold out show
Heard the roar of the crowd, he could picture the scene
Put his ear to the wall, then like a distant scream

He heard one guitar, just blew him away
He saw stars in his eyes, and the very next day
Bought a beat up six string in a secondhand store
Didn't know how to play it, but he knew for sure

That one guitar, felt good in his hands
Didn't take long, to understand
Just one guitar, slung way down low
Was one way ticket, only one way to go

So he started rockin'
Ain't never gonna stop
Gotta keep on rockin'
Someday he's gonna make it to the top

And be a juke box hero, got stars in his eyes
He's a juke box hero
He took one guitar, juke box hero, stars in his eyes
Juke box hero, he'll come alive tonight

In a town without a name, in a heavy downpour
Thought he passed his own shadow, by the backstage door
Like a trip through the past, to that day in the rain
And that one guitar made his whole life change

Now he needs to keep rockin'
He just can't stop
Gotta keep on rockin'
That boy has got to stay on top

And be a juke box hero, got stars in his eyes
He's a juke box hero, got stars in his eyes
Yeah, juke box hero, got stars in his eyes
With that one guitar he'll come alive
Come alive tonight

Yeah, he's gotta keep rockin'
He just can't stop
Gotta keep on rockin'
That boy has got to stay on top

And be a juke box hero, got stars in his eyes
He's a juke box hero, got stars in his eyes
Just one guitar, put stars in his eyes
He's just a juke box hero, aah aah aah
Juke box hero, juke box hero, he's got stars in his eyes
Stars in his eyes
",en,Foreigner,Soft Rock,106.0,3.5,/foreigner/,1982-05-01,99.0,26.0,12.0
/foreigner/,I Don't Want To Live Without You,/foreigner/i-dont-want-to-live-without-you.html,"I find myself in a strange situation
And I don't know how
What seemed to be an infatuation
Is so different now
I can't get by if we're not together
Ooh can't you see
Girl, I want you now and forever
Close to me

I'm longing for the time
I'm longing for the day
Hoping that you will promise to be mine
And never go away

I don't want to live without you
I don't want to live without you
I could never live without you
Live without your love

I ask myself but there's no explanation
For the way I feel
I know I've reached the right destination
And I know it's real

I'm longing for the time
I'm longing for the day
When I'll be giving you this heart of mine
Believe me when I say

I don't want to live without you
I don't want to live without you
I could never live without you
Live without your love

No I don't want to live without you
I don't want to live without you
I could never live without you
Live without your love

Now I don't want to live without you
I don't want to live without you
I could never be without you
Be without your love

I don't want to live without you
Live without your love
Live without your love
You see I'm lost without your love

Ooh...oh
Without your love",en,Foreigner,Soft Rock,106.0,3.5,/foreigner/,1988-07-09,97.0,5.0,17.0
/foreigner/,Cold As Ice,/foreigner/cold-as-ice.html,"You're as cold as ice, you're willing to sacrifice our love
You never take advice, someday you'll pay the price, I know

I've seen it before, it happens all the time
You're closing the door, you leave the world behind
You're digging for gold, you're throwing away
A fortune in feelings, but someday you'll pay

You're as cold as ice, you're willing to sacrifice our love
You want paradise, but someday you'll pay the price, I know

I've seen it before, it happens all the time
You're closing the door, you leave the world behind
You're digging for gold, you're throwing away
A fortune in feelings, but someday you'll pay

(Solo)

Cold as ice - you know that you are
Cold as ice - as cold as ice to me
Cold as ice

You're as cold as ice, cold as ice, I know, yes I know
You're as cold as ice, cold as ice, I know, oh yes I know
You're as cold as ice, cold as ice, I know, oh yes I know
You're as cold as ice... (to fade)
",en,Foreigner,Soft Rock,106.0,3.5,/foreigner/,1977-10-29,14.0,6.0,15.0
/foreigner/,"Long, Long Way From Home",/foreigner/long-long-way-from-home.html,"It was a Monday
A day like any other day
I left a small town
For the Apple in decay

It was my destiny
It's what we needed to do
They were telling me
I'm telling you

I was inside looking outside
The millions of faces
But still I'm alone
Waiting, hours of waiting
Paying a penance
I was longing for home

I'm looking out for the two of us
I hope we'll be here when they're through with us

I was inside looking outside
Oh the millions of faces
But still I'm alone
Waiting, hours of waiting
I could feel the tension
I was longing for home

I'm looking out for the two of us
And I hope we'll be here when they're through with us
I'm coming home

Monday, sad, sad Monday
She's waiting for me
But I'm a long, long way from home

Sad, sad Monday
She's waiting for me
But I'm a long, long way from home

Sad, sad Monday
Oh she's waiting for me
But I'm a long, long way from home",en,Foreigner,Soft Rock,106.0,3.5,/foreigner/,1978-03-04,37.0,20.0,13.0
/foreigner/,Dirty White Boy,/foreigner/dirty-white-boy.html,"Hey, baby, if you're feelin' down
I know what's good for you all day
Are you worried what your friends see
Will it ruin your reputation lovin' me

'Cause I'm a dirty white boy
Yeah a dirty white boy
A dirty white boy

Don't drive no big black car
Don't like no Hollywood movie star
You want me to be true to you
You don't give a damn what I do to you

I'm just a dirty white boy
Dirty white boy, dirty white boy
Dirty white boy, dirty white boy
Dirty white boy

Well, I'm a dirty white boy
Dirty white boy, dirty white boy
Dirty white boy, yeah, dirty white boy
A dirty white boy

I've been in trouble since I don't know when
I'm in trouble now and I now somehow I'll find trouble again
I'm a loner, but I'm never alone
Every night I get one step closer to the danger zone

'Cause I'm a dirty white boy
Dirty white boy, yeah, dirty white boy
Dirty white boy, I'm a dirty white boy
Dirty white boy

C'mon, c'mon boy
Dirty white boy, white boy
Dirty white boy, I'm a dirty white boy
Dirty white boy

Hey, I'm a dirty white boy
Dirty white boy, yeah, I'm a dirty white boy
Dirty white boy, dirty white boy, yeah
",en,Foreigner,Soft Rock,106.0,3.5,/foreigner/,1979-12-01,99.0,12.0,13.0
/foreigner/,Until The End Of Time,/foreigner/until-the-end-of-time.html,"When I was young and the world belonged to me
I thought that love meant pain and jealousy
It was a cross on my shoulder
Oh Lord, now I feel so much older, oooh, oooh

Time had a way of making me see
My lonely life has taken it's toll on me
Now I feel the emptiness
And I don't want to live like this

Now I've heard stories, I've heard songs
Telling me believe my heart don't wait too long
But words they don't ring true
Until there was you

Never will I lose this heart's desire
Ever will I feed our love's fire
Only when I know that you'll be mine
Until the end of time

How do I trust what I'm beginning to feel?
How deep my soul, how much can I reveal?
I'm lost in love's mystery
Caught between time and eternity

Now there's a door that opens wide
Slowly I will find my way and reach inside
But I couldn't make it through
Until there was you

Never will I lose this heart's desire
Ever will I feed our love's fire
Only when I know that you'll be mine
And only when I see the light of love shine
Until the end of time

Never will I lose this heart's desire
Ever will I feed our love's fire
Only when I know that you'll be mine
And only when I see the light of love shine

Never will I lose this heart's desire
Ever will I feed our love's fire
And when I see the light of love shine
In your eyes when they meet mine
Only then I'll know it's you and I
Until the end of time",en,Foreigner,Soft Rock,106.0,3.5,/foreigner/,1995-05-06,42.0,42.0,8.0
/foreigner/,Head Games,/foreigner/head-games.html,"Daylight, alright
I don't know, I don't know if it's real
Been a long night and something ain't right
You won't show, you won't show how you feel

No time ever seems right
To talk about the reasons why you and I fight
It's high time to draw the line
Put an end to this game before it's too late

Head games, it's you and me baby
Head games, and I can't take it anymore
Head games, I don't wanna play the...
Head games

I daydream for hours it seems
I keep thinkin' of you, yeah, thinkin' of you
These daydreams, what do they mean?
They keep haunting me, are they warning me?

Daylight turns into night
We try and find the answer but it's nowhere in sight
It's always the same and you know who's to blame
You know what I'm sayin', still we keep on playin'

Head games, that's all I get from you
Head games, and I can't take it anymore
Head games, don't wanna play the...
Head games

So near, so far away
We pass each other by 'cause we don't know what to say
It's so clear, I'm sorry to say
But if you wanna win you gotta learn how to play

Head games, always you and me, baby
Head games, 'till I can't take it anymore
Head games, instead of makin' love
Head games, ooh

Head games, always you and me, baby
Head games, 'till I can't take it anymore, no more
Head games, instead of makin' love, we play
Head games

Head games, in the first degree
Head games, yeah, always you and me
Head games, why do you do it baby?
Head games
",en,Foreigner,Soft Rock,106.0,3.5,/foreigner/,1980-01-26,58.0,14.0,12.0
/foreigner/,Reaction To Action,/foreigner/reaction-to-action.html,"(spoken: Check 1, 1, 1)
Alright
It's hard getting through to me
I'm truly elusive
I got my own point of view
I am the one of a kind
And I tell you l'il girl
I'm fascinated by you
There's something about you
That makes all the difference
Like the night is to day
Well I can get along without you
But I know that within you
You've got what I'm missing
And I'll find a way

To get reaction to action
Hey, say the word that would thrill me
Yeah, I need reaction to action
Just one look that would kill me

You got a way of drawing attention to you
You know you stand out in a crowd
But the way that you play
With any man's affections
Should never be allowed
See I consider myself
The one who will show you
I'd go as far as to say
Girl, I ain't leaving here without you
But you better understand
There's only one rule in this game we're gonna play

And that's reaction to action
Maybe like a word that would thrill me
I need reaction to action
One look that would kill me
Give me reaction to action
It's getting late I'd better make a definite move
Reaction to action
And after that baby, it's up to you

I need reaction to action
Just a word that would thrill me
I need reaction to action
You know what I'm talking about
Give me some reaction to action
You got a look, you got a way that'll kill me
Reaction to action, reaction to action, action
Baby, don't think about it, just react
Reaction to action
Reaction to action
Reaction to action
Reaction to action
Reaction to action
Reaction to action
",en,Foreigner,Soft Rock,106.0,3.5,/foreigner/,1985-07-20,85.0,54.0,8.0
